PO_Name,County,State,PM_Salary,Latitude,Longitude
Tennant,Santa Clara,CA,12,37.1149458,-121.6349449
Aptos,Santa Cruz,CA,12,36.9771,-121.8950657
Felton,Santa Cruz,CA,12,37.0513374,-122.0732973
Santa Cruz,Santa Cruz,CA,1100,36.976617,-122.0263517
Soquel,Santa Cruz,CA,73,36.9882834,-121.9563488
Watsonville,Santa Cruz,CA,900,36.9105088,-121.7552279
Anderson,Shasta,CA,20,40.448208,-122.2977815
Ball's Ferry,Shasta,CA,12,40.4173759,-122.1949998
Bell's Ridge,Shasta,CA,12,,
Cottonwood,Shasta,CA,32,40.3857087,-122.2808356
French Gulch,Shasta,CA,68,40.7007031,-122.6383512
Glenburn,Shasta,CA,12,41.0612737,-121.4902611
Hazel Creek,Shasta,CA,12,41.0718176,-122.3550112
Horse Town,Shasta,CA,17,,
Millville,Shasta,CA,120,40.5518195,-122.1697228
Shasta,Shasta,CA,540,40.588206,-122.4100094
Stillwater,Shasta,CA,12,40.49427,-122.49816
Alleghany,Sierra,CA,88,39.4696185,-120.843279
Downieville,Sierra,CA,800,39.5593405,-120.8268905
Fir Cap,Sierra,CA,12,39.6198951,-120.8543922
Forest,Sierra,CA,80,39.4912848,-120.8530022
Gibsonville,Sierra,CA,100,39.7401714,-120.9088398
Goodyear's Bar,Sierra,CA,16,39.5398949,-120.8843931
Loyalton,Sierra,CA,61,39.6762936,-120.2410385
Pike,Sierra,CA,12,39.4390595,-120.9980079
Port Wine,Sierra,CA,12,39.6604487,-120.9485634
Saint Louis,Sierra,CA,59,39.5393438,-120.6571611
Scales Diggings,Sierra,CA,12,39.5982257,-120.9924541
Sierra City,Sierra,CA,85,39.5673997,-120.6302161
Sierraville,Sierra,CA,71,39.5896256,-120.3674301
Table Rock,Sierra,CA,140,39.714894,-120.8866165
Bed Rock,Trinity,CA,12,,
Black Bear,Siskiyou,CA,12,41.2584696,-123.1533768
Callahans,Siskiyou,CA,13,41.3095885,-122.8014177
Cottage Grove,Siskiyou,CA,4,41.602623,-123.5056152
Crystal Creek,Siskiyou,CA,12,41.5165285,-122.8628101
Edgewood,Siskiyou,CA,12,41.4582041,-122.4316846
Etna Mills,Siskiyou,CA,24,41.4568065,-122.8947551
Fort Jones,Siskiyou,CA,240,41.6076387,-122.8403099
Gazelle,Siskiyou,CA,12,41.5218126,-122.5200217
Happy Camp,Siskiyou,CA,26,41.7931797,-123.3794996
Henley,Siskiyou,CA,57,41.9020838,-122.5633586
Klamath,Siskiyou,CA,12,41.5265092,-124.0384069
Little Shasta,Siskiyou,CA,12,41.7118121,-122.3914075
Oro Fino,Siskiyou,CA,35,41.5804153,-122.9214229
Petersburgh,Siskiyou,CA,12,41.1201,-123.0936
Sawyer's Bar,Siskiyou,CA,51,41.2973587,-123.1303203
Scott River,Siskiyou,CA,44,41.3123662,-122.8016956
Seiad Valley,Siskiyou,CA,9,41.8404056,-123.1925489
Sisson,Siskiyou,CA,12,41.3098746,-122.3105666
Virginia Ranch,Siskiyou,CA,12,,
Willow Ranch,Modoc,CA,12,41.9023885,-120.3582886
Yocumville,Siskiyou,CA,12,41.222912,-123.2494916
Yreka,Siskiyou,CA,820,41.7293075,-122.6372486
Batavia,Solano,CA,12,38.4062984,-121.8596853
Benicia,Solano,CA,950,38.049365,-122.1585777
Binghamton,Solano,CA,99,38.3512998,-121.8227388
Collinsville,Solano,CA,12,38.0768635,-121.849958
Cordelia,Solano,CA,12,38.2104715,-122.1358015
Denverton,Solano,CA,50,38.2246364,-121.8974615
Dixon,Solano,CA,12,38.4454641,-121.8246847
Elmira,Solano,CA,12,38.3499108,-121.907186
Maine Prairie,Solano,CA,40,38.3079677,-121.758847
Rio Vista,Solano,CA,95,38.1557502,-121.6913439
South Vallejo,Solano,CA,12,38.0876979,-122.2433027
Suisun City,Solano,CA,320,38.2382474,-122.040244
Vacaville,Solano,CA,210,38.3565773,-121.9877444
Vallejo,Solano,CA,2000,38.1040864,-122.2566367
Alexanderville,Sonoma,CA,12,38.6665756,-122.819715
Bloomfield,Sonoma,CA,160,38.3113051,-122.8497156
Bodega,Sonoma,CA,200,38.345194,-122.9738878
Geyserville,Sonoma,CA,28,38.707687,-122.9024964
Cloverdale,Sonoma,CA,90,38.8054624,-123.0172227
Duncan's Mills,Sonoma,CA,75,38.453803,-123.0550013
Fisherman's Bay,Sonoma,CA,71,38.6476905,-123.4002868
Plantation,Sonoma,CA,12,38.5901905,-123.3102862
Freestone,Sonoma,CA,37,38.3724152,-122.9155516
Fulton,Sonoma,CA,27,38.494633,-122.769433
Guerneville,Sonoma,CA,12,38.5018575,-122.9961102
Healdsburg,Sonoma,CA,560,38.6104658,-122.8691609
Lakeville,Sonoma,CA,69,38.2129726,-122.5502604
Ocean View,Sonoma,CA,12,38.3971376,-123.0944472
Petaluma,Sonoma,CA,1500,38.232417,-122.6366524
Santa Rosa,Sonoma,CA,570,38.4163011,-122.6619301
Sea View,Sonoma,CA,99,38.5454682,-123.2280625
Sebastopol,Sonoma,CA,82,38.4021359,-122.8238806
Sonoma,Sonoma,CA,260,38.291859,-122.4580356
Stony Point,Sonoma,CA,34,38.343248,-122.7416552
Two Rocks,Sonoma,CA,12,38.2663059,-122.7922133
Windsor,Sonoma,CA,140,38.5425623,-122.8184489
Ceres,Stanislaus,CA,12,37.5929873,-120.9549319
Crow's Landing,Stanislaus,CA,12,37.3938244,-121.0715976
Eugene,Stanislaus,CA,12,37.8929816,-120.8468785
Horr,Stanislaus,CA,12,37.6409667,-120.6291
Knight's Ferry,Stanislaus,CA,200,37.8204833,-120.6727051
La Grange,Stanislaus,CA,34,37.6635433,-120.4635289
Modesto,Stanislaus,CA,200,37.6390972,-120.9968782
Newman,Stanislaus,CA,12,37.3138267,-121.0207614
Turlock,Stanislaus,CA,12,37.4946568,-120.8465941
Meridian,Sutter,CA,20,39.1435032,-121.9144154
Nicolaus,Sutter,CA,36,38.9032305,-121.5777385
Pleasant Grove,Sutter,CA,12,38.8235103,-121.5041238
Sutter,Sutter,CA,12,39.1598915,-121.7527482
Sutter Station,Sutter,CA,12,39.162022,-121.746225
West Butte,Sutter,CA,20,39.1871131,-121.8880272
Yuba City,Sutter,CA,280,39.1393365,-121.6166331
Battle Creek,Tehama,CA,12,40.3551545,-122.1758317
Lassen,Tehama,CA,12,40.267104,-121.4474737
Moon's Ranch,Tehama,CA,5,40.3165388,-122.8811288
Red Bluff,Tehama,CA,430,40.1784886,-122.2358302
Tehama,Tehama,CA,120,40.0271015,-122.1211006
Vina,Tehama,CA,12,39.932936,-122.0538745
Big Bar,Trinity,CA,13,40.7431971,-123.2672564
Burnt Ranch,Trinity,CA,12,40.8334705,-123.4883764
Douglas City,Trinity,CA,39,40.6520897,-122.9447474
Junction City,Trinity,CA,13,40.7301436,-123.0550291
Lewiston,Trinity,CA,37,40.7073681,-122.8075227
Trinity,Trinity,CA,19,40.7395888,-122.9464156
Trinity Center,Trinity,CA,17,40.9812566,-122.7033553
Weaverville,Trinity,CA,390,40.7332,-122.9425265
Farmersville,Tulare,CA,24,36.3005061,-119.2070545
Plano,Tulare,CA,12,36.0435635,-119.0084343
Portersville,Tulare,CA,220,36.06523,-119.0167679
Visalia,Tulare,CA,690,36.3302284,-119.2920585
Woodville,Tulare,CA,12,36.0949526,-119.1984419
Big Oak Flat,Tuolumne,CA,96,37.8227058,-120.2560234
Chinese Camp,Tuolumne,CA,210,37.8710381,-120.4332511
Columbia,Tuolumne,CA,540,38.0363119,-120.4013061
Graysonville,Stanislaus,CA,12,37.564722,-121.180833
Groveland,Tuolumne,CA,20,37.8382608,-120.2326894
Jamestown,Tuolumne,CA,170,37.9552028,-120.4221395
Montezuma,Tuolumne,CA,20,38.1738054,-119.6190601
Shaw's Flat,Tuolumne,CA,83,38.0077016,-120.4093614
Sonora,Tuolumne,CA,1000,37.9799245,-120.3707488
Sugar Pine,Tuolumne,CA,12,38.0582555,-120.2015775
Hueneme,Ventura,CA,12,34.1597273,-119.1820514
Ventura,Ventura,CA,460,34.279724,-119.2903897
Black's Station,Yolo,CA,57,38.7965684,-121.8819117
Buckeye,Yolo,CA,75,38.58638873,-121.8924362
Capay,Yolo,CA,20,38.7076812,-122.0480266
Davisville,Yolo,CA,310,38.5449065,-121.7405167
Dunnigan,Yolo,CA,10,38.8851773,-121.9696908
Grafton,Yolo,CA,170,38.7996238,-121.718297
Madison,Yolo,CA,49,38.6793483,-121.9683023
Merritt,Yolo,CA,12,38.6140723,-121.7605182
Woodland,Yolo,CA,630,38.6785157,-121.7716305
Yolo,Yolo,CA,130,38.5776832,-121.5307895
Brown's Valley,Yuba,CA,160,39.2354474,-121.4082961
Brownsville,Yuba,CA,20,39.4732217,-121.2691283
Bullard's Bar,Yuba,CA,37,39.4226688,-121.1388457
Camptonville,Yuba,CA,240,39.4518363,-121.05051
Greenville,Yuba,CA,12,39.436557,-121.1774583
Hansonville,Butte,CA,40,39.4365555,-121.3260739
Marysville,Yuba,CA,3200,39.1457253,-121.5913547
Oregon House,Yuba,CA,52,39.344891,-121.2699602
Smartville,Yuba,CA,300,39.2073932,-121.2985701
Strawberry Valley,Yuba,CA,55,39.564057,-121.1069018
Timbuctoo,Yuba,CA,63,39.2168373,-121.3185709
Wheatland,Yuba,CA,30,39.0112836,-121.4230134
Arvada,Jefferson,CO,12,39.802922,-105.0866721
Badito,Huerfano,CO,32,37.7272317,-105.0141608
Bald Mountain,Gilpin,CO,730,39.7960988,-105.5461095
Bassetts Mills,El Paso,CO,26,39.04256911,-104.7379782
Bear Canyon,Douglas,CO,15,39.54047,-104.98151
Beaver Creek,Pueblo,CO,16,38.4180561,-104.9547051
Bents Fort,Bent,CO,40,38.042778,-103.429167
Big Thompson,Larimer,CO,58,40.4185947,-105.188873
Bijou Basin,Elbert,CO,9,39.1622116,-104.4241331
Black Hawk,Gilpin,CO,1600,39.7969322,-105.4938853
Booneville,Pueblo,CO,150,38.248613,-104.2569104
Boulder,Boulder,CO,220,40.01367,-105.27344
Breckenridge,Summit,CO,110,39.4793281,-106.0446015
Brownsville,Clear Creek,CO,12,39.695833,-105.726111
Buckskin,Park,CO,50,39.2908227,-106.0775192
Burlington,Boulder,CO,390,40.1463845,-105.107987
Butte Valley,Huerfano,CO,12,37.6663996,-104.956104
Cacharas,Huerfano,CO,12,37.3791796,-105.100281
Canon City,Fremont,CO,160,38.440985,-105.242447
Caribou,Boulder,CO,12,39.9808202,-105.5786115
Carnero,Saguache,CO,12,37.8805,-106.144
Castle Rock,Douglas,CO,12,39.3648395,-104.8596738
Central City,Gilpin,CO,4000,39.8019322,-105.5141639
Centreville,Chaffee,CO,12,38.6847187,-106.0914051
Cherry Creek,Arapahoe,CO,12,39.634547,-104.882861
Coal Creek,Boulder,CO,8,39.98282,-105.15765
Colfax,Custer,CO,12,,
Colorado City,El Paso,CO,200,38.7230447,-105.1410915
Conejos,Conejos,CO,59,37.0883453,-106.0197445
Costilla,Costilla,CO,32,36.9758,-105.531
Creswell,Jefferson,CO,12,39.6949,-105.3665
Currant Creek,Fremont,CO,12,38.5886059,-105.4138817
Deer Valley,Park,CO,12,39.4523,-105.4221
Delaware City,Summit,CO,22,39.4213765,-106.1972454
Denver,Denver,CO,4000,39.7510628,-104.9891497
Edgerton,El Paso,CO,12,38.9449,-104.8132
El Paso,El Paso,CO,12,38.8338816,-104.8213634
Empire City,Clear Creek,CO,55,39.7638763,-105.6822256
Erie,Weld,CO,12,40.0498717,-105.0470024
Evans,Weld,CO,130,40.3814184,-104.6963517
Fairplay,Park,CO,540,39.2249641,-106.0010614
Flemings Ranch,Weld,CO,8,,
Fort Collins,Larimer,CO,12,40.5309164,-105.0731578
Fort Garland,Costilla,CO,110,37.4288974,-105.4338999
Fort Lupton,Weld,CO,12,40.0835577,-104.8119459
Fort Lyon,Bent,CO,470,38.0922288,-103.1521504
Fountain,El Paso,CO,19,38.6828376,-104.7051789
Franktown,Douglas,CO,50,39.3909922,-104.7492596
Frosts Ranch,Douglas,CO,12,39.2801,-104.6894
Garibaldi,Saguache,CO,12,38.2486102,-105.9491798
Georgetown,Clear Creek,CO,2000,39.7066284,-105.6979886
Glen Grove,Douglas,CO,12,39.2605464,-104.9510941
Golden City,Jefferson,CO,600,39.8130425,-105.2185996
Gomers Mills,Elbert,CO,12,39.2368,-104.4361
Granite,Chaffee,CO,12,39.0436045,-106.2633553
Grant,Park,CO,12,39.45971,-105.6616715
Greeley,Weld,CO,1000,40.4229992,-104.7440495
Green City,Morgan,CO,12,,
Greenhorn,Pueblo,CO,12,37.9069531,-104.8533195
Hamilton,Park,CO,55,39.3402663,-105.9152925
Helena,Chaffee,CO,17,,
Hermosilla,Pueblo,CO,10,38.058333,-104.414167
Hillsborough,Weld,CO,12,40.3327603,-104.864417
Huerfano,Pueblo,CO,12,,
Huerfano Canyon,Huerfano,CO,12,,
Hughes,Arapahoe,CO,12,39.9852617,-104.8205283
Huntsville,Douglas,CO,12,39.2675,-104.8973
Idaho,Clear Creek,CO,300,39.7424881,-105.5136082
Jamestown,Boulder,CO,23,40.1157666,-105.3887884
Juaniata,Pueblo,CO,12,,
Julesburgh,Sedgwick,CO,50,40.9881452,-102.2659262
Keystone,Douglas,CO,12,39.4821,-104.989
Kiowa,Elbert,CO,12,39.3471023,-104.4592125
Kit Carson,Cheyenne,CO,1400,38.7611129,-102.7893667
Lake Station,Greenwood,CO,12,,
Laporte,Larimer,CO,12,40.6263711,-105.1377578
Las Animas,Bent,CO,12,38.0666735,-103.222708
Lincoln City,Summit,CO,20,39.4822093,-105.9558488
Littleton,Arapahoe,CO,12,39.6129752,-105.016656
Loma,Rio Grande,CO,12,37.6703,-106.2915
Middle Boulder,Boulder,CO,12,39.9613759,-105.5108312
Mill City,Clear Creek,CO,110,39.7647099,-105.600278
Montgomery City,Park,CO,20,39.35809,-106.0834
Monument,El Paso,CO,12,39.0940644,-104.8661543
Mount Vernon,Jefferson,CO,12,39.6909588,-105.208986
Muddy Creek,Pueblo,CO,12,38.0219515,-104.7280362
Namaqua,Larimer,CO,41,40.3992,-105.1218
Oro City,Lake,CO,210,39.2508229,-106.2925238
Pella,Boulder,CO,12,40.1894,-105.1776
Pine Grove,Douglas,CO,12,39.5277498,-104.8068238
Pueblo,Pueblo,CO,800,38.2544472,-104.609141
Rock Butte,Douglas,CO,9,39.24463377,-104.5962325
Rollinsville,Gilpin,CO,12,39.9164307,-105.5006575
Running Creek,Elbert,CO,12,39.3544655,-104.5985785
Saguache,Saguache,CO,31,38.0877778,-106.1369668
Saint Charles,Pueblo,CO,12,38.1388938,-104.6213649
Saint Marys,Huerfano,CO,12,37.6230682,-104.7780422
San Luis,Costilla,CO,33,37.2008483,-105.4239012
South Arkansas,Lake,CO,12,38.513333,-106.075556
South Side,Bent,CO,18,38.1291721,-104.0232934
Spanish Bar,Clear Creek,CO,94,39.7531219,-105.5703406
Spanish Peak,Huerfano,CO,12,37.4102901,-105.0977801
Spring Valley,Douglas,CO,40,39.1522138,-104.7702547
St. Vrain,Weld,CO,12,40.278889,-104.855
Sugar Loaf,Boulder,CO,8,40.0169306,-105.4072169
Trinidad,Las Animas,CO,460,37.1697222,-104.5030556
Valmont,Boulder,CO,78,40.0286977,-105.2264512
Walsenburgh,Huerfano,CO,12,37.6244444,-104.7791667
Ward District,Boulder,CO,27,40.072222,-105.51
White River,Summit,CO,12,40.1541396,-108.827053
Wulstenville,Fremont,CO,12,,
Atlanta,Elmore,ID,49,43.8021221,-115.1245252
Boise City,Ada,ID,1800,43.6135002,-116.2034505
Centreville,Boise,ID,38,43.9126714,-115.8923353
Eagle Rock,Bonneville,ID,12,43.4868582,-112.045249
Emmettsville,Gem,ID,12,43.9090527,-116.7109777
Fort Lemhi,Lemhi,ID,12,44.983259,-113.6400561
Georgetown,Oneida,ID,12,42.477778,-111.365833
Horseshoe Bend,Boise,ID,12,43.90739,-116.200958
Idaho City,Boise,ID,1400,43.8285046,-115.8345537
John Day's Creek,Idaho,ID,12,45.5851652,-116.2962485
Lapwai,Nez Perce,ID,100,46.3959975,-116.8018174
Leesburgh,Lemhi,ID,12,45.223808,-114.1139647
Lewiston,Nez Perce,ID,230,46.4165506,-117.0176569
Lower Boise,Canyon,ID,12,43.7598834,-116.8843163
Malad City,Oneida,ID,130,42.1915872,-112.2507986
Market Lake,Jefferson,ID,8,43.7712986,-112.1316412
Middleton,Canyon,ID,47,43.7201616,-116.6284697
Montpelier,Bear Lake,ID,12,42.3221498,-111.2977044
Mount Idaho,Idaho,ID,12,45.9037756,-116.0820868
Newsom Creek,Nez Perce,ID,12,45.907,-115.63
Ovid,Bear Lake,ID,12,42.2888154,-111.3982633
Oxford,Franklin,ID,12,42.2588098,-112.0213474
Paris,Bear Lake,ID,21,42.2263161,-111.3990957
Payetteville,Payette,ID,12,44.075278,-116.93
Pierce City,Clearwater,ID,38,46.4925,-115.799444
Pioneerville,Boise,ID,12,43.9687833,-115.8467795
Placerville,Boise,ID,210,43.9432267,-115.94706
Rock Creek,Twin Falls,ID,12,42.4321364,-114.3055859
Rocky Bar,Elmore,ID,150,43.6890636,-115.2900855
Ross Fork,Bingham,ID,12,43.0276933,-112.2874742
Saint Charles,Bear Lake,ID,15,42.1138188,-111.3888175
Salmon City,Lemhi,ID,12,45.178056,-113.902778
Salubria,Washington,ID,12,44.5634954,-116.6662692
Silver City,Owyhee,ID,550,43.0137708,-116.7337358
Slate Creek,Idaho,ID,12,45.6382199,-116.2804162
Soda Springs,Caribou,ID,1200,42.662143,-111.5932795
Squaw Creek,Gem,ID,12,43.9376665,-116.3670761
Washington,Idaho,ID,12,,
Weiser,Washington,ID,12,44.2615531,-116.9785
Weston,Franklin,ID,12,42.0371465,-111.9793979
White Bird,Idaho,ID,12,45.7615508,-116.3006974
Argenta,Beaverhead,MT,34,45.2796455,-112.861976
Bannack City,Beaverhead,MT,340,45.1610337,-112.9955907
Beartown,Powell,MT,12,46.793,-113.34
Blackfoot City,Powell,MT,340,46.6816016,-112.5430851
Boulder Valley,Jefferson,MT,100,46.2365947,-112.1208336
Bozeman,Gallatin,MT,1000,45.6796526,-111.0385582
Butte City,Silver Bow,MT,120,46.0038153,-112.5347447
Cable City,Deer Lodge,MT,12,46.1952031,-113.2092221
Callaway,Madison,MT,12,,
Canyon Creek,Lewis & Clark,MT,12,,
Canyon Ferry,Lewis & Clark,MT,32,46.6556,-111.7175
Cicero,Madison,MT,12,45.3527023,-112.1180437
Corvallis,Ravalli,MT,12,46.3140885,-114.1128734
Deer Lodge City,Powell,MT,1800,46.3971496,-112.7358719
Diamond City,Broadwater,MT,350,46.5971602,-111.4238527
East Gallatin,Gallatin,MT,12,45.9277059,-111.4980234
Emmettsburg,Granite,MT,12,46.5082604,-113.245344
Fish Creek,Madison,MT,12,45.8507598,-112.0511028
Forest City,Mineral,MT,12,47.0415884,-115.0384667
Fort Benton,Chouteau,MT,380,47.8230254,-110.6674366
Fort Shaw,Cascade,MT,110,47.5055075,-111.8102651
French Bar,Lewis & Clark,MT,12,46.655492,-111.7535926
French Gulch,Deer Lodge,MT,12,45.9443693,-113.0314324
Frenchtown,Missoula,MT,12,47.0149221,-114.2298394
Gallatin,Gallatin,MT,110,45.9277059,-111.4980234
German Gulch,Deer Lodge,MT,12,45.9610363,-112.8397581
Girds Creek,Ravalli,MT,12,46.2657549,-114.1356497
Green Wood,Deer Lodge,MT,12,46.6499349,-112.3577961
Greenhorn,Lewis & Clark,MT,12,46.6391017,-112.2452892
Hamilton,Gallatin,MT,90,45.8565951,-111.3324599
Harrisburgh,Powell,MT,12,46.8110479,-112.7514323
Helena,Lewis & Clark,MT,4000,46.595805,-112.027031
Horse Plains,Sanders,MT,12,47.4602135,-114.8829119
Iron Rod,Madison,MT,12,45.656315,-112.3313917
Jefferson City,Jefferson,MT,290,46.3882636,-112.0274957
Junction,Madison,MT,12,45.3235361,-111.997204
Lincoln,Lewis & Clark,MT,100,46.9549402,-112.6817071
Madison,Gallatin,MT,12,45.9082614,-111.5313583
McClellan Gulch,Powell,MT,12,46.5521553,-111.905823
Meadow Creek,Madison,MT,15,45.4588165,-111.7619212
Missoula,Missoula,MT,520,46.872146,-113.9939982
Nevada City,Madison,MT,100,45.3068696,-111.9674807
Phillipsburg,Granite,MT,43,46.3321477,-113.2942303
Pikes Peak,Powell,MT,12,46.502706,-112.9092143
Pioneer,Powell,MT,12,46.5124283,-112.9661616
Pollinger,Madison,MT,12,45.5202036,-112.3119437
Prickly Pear,Jefferson,MT,69,46.5377111,-111.9327688
Quartz Creek,Mineral,MT,12,47.0013098,-114.8601283
Radersburg,Broadwater,MT,230,46.1957622,-111.6319188
Red Mountain City,Silver Bow,MT,12,45.8152042,-112.4452913
Rochester,Madison,MT,12,45.6127036,-112.5058466
Saint Louis,Broadwater,MT,12,46.3385415,-111.6994221
Sheridan,Madison,MT,170,45.4554809,-112.1969372
Silver City,Lewis & Clark,MT,12,46.755,-112.17
Silver Star,Madison,MT,12,45.6846484,-112.3327811
Silverbow,Silver Bow,MT,12,45.9929813,-112.6772515
Springville,Broadwater,MT,28,46.3543757,-111.5771939
Sterling,Madison,MT,76,45.5652056,-111.7594221
Stevensville,Ravalli,MT,12,46.5099225,-114.0931588
Superior,Mineral,MT,12,47.0577,-115.0495784
Trout Creek,Fergus,MT,50,46.887464,-109.6801849
Twin Bridges,Madison,MT,12,45.5443703,-112.331112
Unionville,Lewis & Clark,MT,12,46.541,-112.085
Virginia City,Madison,MT,2000,45.2938143,-111.9460911
Warmsprings,Deer Lodge,MT,12,46.1813145,-112.78476
Washington Gulch,Powell,MT,12,46.7679919,-112.6842055
Watson,Beaverhead,MT,12,45.1304768,-112.7225226
White Hall,Jefferson,MT,14,45.8707598,-112.0974942
Willow Creek,Gallatin,MT,12,45.825206,-111.6446966
Abiquiu,Rio Arriba,NM,12,36.207241,-106.3186397
Albuquerque,Bernalillo,NM,970,35.0844909,-106.6511367
Aleman,Sierra,NM,12,32.9897967,-107.0075202
Bernalillo,Sandoval,NM,20,35.30004,-106.5511369
Chamita,Rio Arriba,NM,12,36.0703003,-106.0969681
Cimarron,Colfax,NM,100,35.510878,-104.9158297
Clifton,Colfax,NM,12,36.8178,-104.44
Dona Ana,Dona Ana,NM,12,32.3895356,-106.8119505
El Rito,Rio Arriba,NM,12,36.3433518,-106.1886356
Elizabethtown,Colfax,NM,600,36.619198,-105.2844501
Fort Bayard,Grant,NM,12,32.7961863,-108.1503221
Fort Craig,Socorro,NM,290,33.635623,-107.0147531
Fort Cummings,Luna,NM,150,32.4656414,-107.6464164
Fort Stanton,Lincoln,NM,150,33.495914,-105.5230362
Fort Union,Mora,NM,1700,35.907262,-105.0122258
La Bajada,Santa Fe,NM,12,35.5561447,-106.2408569
La Canada,Rio Arriba,NM,12,36.0802983,-106.3283621
La Cueva,Mora,NM,12,35.941705,-105.2491779
Lajoya,Socorro,NM,12,34.3461768,-106.8455817
Las Cruces,Dona Ana,NM,100,32.3123157,-106.7783374
Las Vegas,San Miguel,NM,270,35.5939325,-105.2177855
Leasburg,Dona Ana,NM,340,32.4539778,-106.8830646
Leasburgh,Dona Ana,NM,20,32.4539778,-106.8830646
Lemitar,Socorro,NM,18,34.1597887,-106.9103061
Los Lunas,Valencia,NM,130,34.8078326,-106.7333599
Los Pinos,Valencia,NM,18,35.1158787,-106.3166915
Manzano,Torrance,NM,12,34.6467267,-106.3450191
Mesilla,Dona Ana,NM,120,32.2700945,-106.8008376
Mora,Mora,NM,43,35.9742016,-105.3300127
Ocate,Mora,NM,12,36.175592,-105.0480608
Ojo Caliente,Taos,NM,12,36.3030765,-106.0466884
Pajarito,Bernalillo,NM,12,34.9864382,-106.6966923
Paraje,Socorro,NM,40,33.5564576,-107.0569747
Pinos Altos,Grant,NM,37,32.8634067,-108.2214362
Plaza Del Alcalde,Rio Arriba,NM,18,36.0597451,-106.0469673
Pojuaque,Santa Fe,NM,12,35.8928034,-106.0230784
Ralston,Hidalgo,NM,12,32.3259161,-108.7383876
Rincon,San Miguel,NM,42,35.8322573,-105.4208471
Rio Colorado,Taos,NM,12,36.6478004,-105.6933424
Rio Mimbres,Luna,NM,46,32.2586986,-107.6294706
San Antonio,Socorro,NM,12,33.9178438,-106.8658586
San Jose,San Miguel,NM,12,35.3972656,-105.4750124
San Marcial,Socorro,NM,12,33.7000664,-106.9872535
Santa Fe,Santa Fe,NM,2000,35.6869752,-105.937799
Silver City,Grant,NM,12,32.770075,-108.280326
Socorro,Socorro,NM,43,34.0583995,-106.8914159
Taos,Taos,NM,47,36.4072485,-105.5730665
Tierra Amarilla,Rio Arriba,NM,12,36.7002922,-106.5497566
Ute Creek,Colfax,NM,12,36.5580893,-105.1150045
Watrous,Mora,NM,12,36.2114119,-105.9169641
Aurora,Mineral,NV,12,38.2871421,-118.9006963
Austin,Lander,NV,2000,39.4907589,-117.0692563
Battle Mountain,Lander,NV,500,40.6126888,-117.056493
Battle Mountain,Humboldt,NV,12,40.6126888,-117.056493
Belmont,Nye,NV,520,38.5960444,-116.8742436
Bullion,Elko,NV,12,40.5321438,-115.9845146
Bullionville,Lincoln,NV,59,37.8032976,-114.4069343
Carlin,Elko,NV,230,40.7118622,-116.1084108
Carson City,Ormsby,NV,1600,39.1679652,-119.765459
Columbus,Esmeralda,NV,12,38.1102073,-118.0192767
Dayton,Lyon,NV,300,39.2371353,-119.5929521
Dun Glen,Pershing,NV,120,40.7418494,-117.9220791
Eberhardt,White Pine,NV,420,39.1949331,-115.4805905
Egan Canyon,Elko,NV,25,39.8647624,-114.911204
Elko,Elko,NV,1100,40.8340878,-115.7631232
Ellsworth,Nye,NV,41,38.9729811,-117.754829
Empire,Carson City,NV,140,39.1849106,-119.7132348
